t1_result,t2_result,t1p1_champion,t1p1_class,t1p2_champion,t1p2_class,t1p3_champion,t1p3_class,t1p4_champion,t1p4_class,t1p5_champion,t1p5_class,t2p1_champion,t2p1_class,t2p2_champion,t2p2_class,t2p3_champion,t2p3_class,t2p4_champion,t2p4_class,t2p5_champion,t2p5_class,t1_totalgold,t2_totalgold,t1_barons,t2_barons,t1_dragons,t2_dragons,t1_heralds,t2_heralds,t1_towers,t2_towers,t1_inhibitors,t2_inhibitors,t1_kills,t2_kills,t1_totalcs,t2_totalcs
0,1,Aatrox,Warrior,Vi,Warrior,Akali,Assassin,Draven,Marksman,Ashe,Marksman,Jax,Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Varus,Marksman,Tahm Kench,Tank-Support,47673,58448,0,1,0,4,0,0,2,10,0,2,9,21,896,976
0,1,K'Sante,Tank-Warrior,Maokai,Tank,Corki,Marksman,Lucian,Marksman,Nami,Support,Gnar,Warrior,Rell,Tank-Support,Azir,Mage,Aphelios,Marksman,Milio,Support,56444,58461,0,1,4,1,1,0,6,6,0,0,13,12,1003,972
0,1,Udyr,Warrior,Viego,Warrior,Syndra,Mage,Draven,Marksman,Renata Glasc,Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Taliyah,Mage,Kalista,Marksman,Hwei,Mage,42376,58462,0,1,1,3,1,0,0,11,0,3,9,27,808,886
1,0,Aatrox,Warrior,Rell,Tank-Support,Azir,Mage,Varus,Marksman,Leona,Tank,Udyr,Warrior,Maokai,Tank,Tristana,Marksman,Aphelios,Marksman,Renata Glasc,Support,66200,58491,2,0,3,2,0,1,10,10,2,2,16,5,1175,1142
0,1,Jax,Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Kalista,Marksman,Renata Glasc,Support,Gragas,Mage-Warrior,Vi,Warrior,Neeko,Mage,Xayah,Marksman,Rakan,Support,48604,58621,0,1,0,4,1,0,4,10,0,2,3,15,1038,1057
0,1,Aatrox,Warrior,Maokai,Tank,Azir,Mage,Varus,Marksman,Ashe,Marksman,Rumble,Mage-Warrior,Sejuani,Tank,Tristana,Marksman,Lucian,Marksman,Milio,Support,47242,58623,0,1,0,4,0,1,3,3,0,0,4,14,975,1084
0,1,Ornn,Warrior,Xin Zhao,Warrior,Akali,Assassin,Ashe,Marksman,Renata Glasc,Support,Sion,Warrior,Graves,Marksman,LeBlanc,Mage-Assassin,Varus,Marksman,Rell,Tank-Support,40202,58633,0,1,0,3,0,1,0,0,0,0,7,25,738,940
0,1,Rumble,Mage-Warrior,Xin Zhao,Warrior,Akali,Assassin,Xayah,Marksman,Rell,Tank-Support,Aatrox,Warrior,Maokai,Tank,Taliyah,Mage,Kai'Sa,Marksman,Nautilus,Tank-Support,42391,58683,0,0,0,4,0,0,1,1,0,0,7,26,806,950
0,1,Udyr,Warrior,Sejuani,Tank,Azir,Mage,Varus,Marksman,Renata Glasc,Support,Rumble,Mage-Warrior,Rell,Tank-Support,Yone,Warrior,Kalista,Marksman,Blitzcrank,Support,48447,58685,0,1,0,4,0,1,4,4,0,0,5,20,929,1016
0,1,Gwen,Warrior,Viego,Warrior,LeBlanc,Mage-Assassin,Kalista,Marksman,Renata Glasc,Support,Aatrox,Warrior,Maokai,Tank,Corki,Marksman,Lucian,Marksman,Milio,Support,51380,58710,0,1,1,3,1,0,4,4,0,0,7,18,1011,1002
1,0,Udyr,Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Ezreal,Mage-Marksman,Hwei,Mage,Rumble,Mage-Warrior,Xin Zhao,Warrior,Azir,Mage,Varus,Marksman,Renata Glasc,Support,67625,58786,1,0,3,2,1,0,8,2,1,0,15,10,1297,1182
0,1,Rumble,Mage-Warrior,Rell,Tank-Support,Tristana,Marksman,Lucian,Marksman,Milio,Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Neeko,Mage,Varus,Marksman,Blitzcrank,Support,48497,58795,0,1,2,2,1,0,3,3,0,0,7,20,957,975
1,0,Udyr,Warrior,Poppy,Tank-Warrior,Orianna,Mage,Lucian,Marksman,Nami,Support,Rumble,Mage-Warrior,Rell,Tank-Support,Tristana,Marksman,Aphelios,Marksman,Milio,Support,70780,58822,1,0,3,2,0,1,11,11,3,3,13,4,1290,1323
0,1,K'Sante,Tank-Warrior,Nocturne,Assassin,Neeko,Mage,Miss Fortune,Marksman,Nautilus,Tank-Support,Gwen,Warrior,Poppy,Tank-Warrior,Akali,Assassin,Varus,Marksman,Ashe,Marksman,40380,58830,0,1,0,3,1,0,0,0,0,0,8,28,748,891
0,1,Jayce,Warrior,Jarvan IV,Tank-Warrior,Orianna,Mage,Ashe,Marksman,Rell,Tank-Support,Rumble,Mage-Warrior,Xin Zhao,Warrior,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,48271,58853,0,1,0,3,0,1,2,2,0,0,12,26,879,889
0,1,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Corki,Marksman,Lucian,Marksman,Nami,Support,Gnar,Warrior,Maokai,Tank,Azir,Mage,Aphelios,Marksman,Milio,Support,47887,58898,0,0,2,2,0,0,0,0,0,0,4,12,1008,1046
0,1,Ornn,Warrior,Jarvan IV,Tank-Warrior,Hwei,Mage,Lucian,Marksman,Nami,Support,K'Sante,Tank-Warrior,Brand,Mage,Yone,Warrior,Varus,Marksman,Ashe,Marksman,42781,58911,0,1,1,3,1,0,1,1,0,0,9,16,775,1046
1,0,K'Sante,Tank-Warrior,Rell,Tank-Support,Corki,Marksman,Lucian,Marksman,Milio,Support,Rumble,Mage-Warrior,Poppy,Tank-Warrior,Azir,Mage,Draven,Marksman,Nautilus,Tank-Support,62056,58921,1,1,4,1,0,1,9,9,2,2,14,7,1067,1075
0,1,K'Sante,Tank-Warrior,Viego,Warrior,Neeko,Mage,Aphelios,Marksman,Milio,Support,Rumble,Mage-Warrior,Nocturne,Assassin,Orianna,Mage,Caitlyn,Marksman,Bard,Support,52234,58954,0,1,4,1,0,1,3,3,0,0,5,11,1082,1082
1,0,Gnar,Warrior,Zac,Tank-Warrior,Azir,Mage,Lucian,Marksman,Nami,Support,Jax,Warrior,Vi,Warrior,Orianna,Mage,Varus,Marksman,Renata Glasc,Support,63397,59001,0,1,5,0,1,0,10,10,3,3,19,14,1054,1005
0,1,Udyr,Warrior,Xin Zhao,Warrior,Azir,Mage,Aphelios,Marksman,Nautilus,Tank-Support,Aatrox,Warrior,Jarvan IV,Tank-Warrior,Corki,Marksman,Lucian,Marksman,Milio,Support,48572,59011,0,1,1,3,1,0,2,2,0,0,7,18,978,1039
0,1,K'Sante,Tank-Warrior,Vi,Warrior,Ahri,Mage,Lucian,Marksman,Milio,Support,Aatrox,Warrior,Rell,Tank-Support,Orianna,Mage,Varus,Marksman,Nautilus,Tank-Support,50332,59051,0,1,0,4,1,0,3,3,0,0,6,12,993,1094
0,1,Rumble,Mage-Warrior,Maokai,Tank,Tristana,Marksman,Aphelios,Marksman,Lulu,Support,K'Sante,Tank-Warrior,Vi,Warrior,Taliyah,Mage,Lucian,Marksman,Milio,Support,49185,59061,0,1,0,4,1,0,1,1,0,0,4,12,1001,1061
1,0,Rumble,Mage-Warrior,Rell,Tank-Support,Azir,Mage,Xayah,Marksman,Renata Glasc,Support,Karma,Mage-Support,Maokai,Tank,Tristana,Marksman,Kalista,Marksman,Soraka,Support,58855,59073,0,1,3,3,0,1,8,8,1,1,6,8,1162,1097
0,1,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Xayah,Marksman,Rakan,Support,Rumble,Mage-Warrior,Vi,Warrior,Viktor,Mage,Aphelios,Marksman,Milio,Support,49146,59109,0,1,1,4,0,1,3,3,0,0,4,15,936,1058
0,1,Jax,Warrior,Xin Zhao,Warrior,Azir,Mage,Xayah,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Lillia,Mage,LeBlanc,Mage-Assassin,Aphelios,Marksman,Renata Glasc,Support,46341,59194,0,1,0,4,0,1,3,3,0,0,4,18,975,1057
0,1,Jax,Warrior,Xin Zhao,Warrior,Orianna,Mage,Seraphine,Mage-Support,Nautilus,Tank-Support,K'Sante,Tank-Warrior,Lillia,Mage,Yone,Warrior,Kalista,Marksman,Maokai,Tank,44770,59197,0,1,1,3,1,0,1,1,0,0,4,18,945,1031
1,0,Yone,Warrior,Rell,Tank-Support,Azir,Mage,Lucian,Marksman,Nami,Support,K'Sante,Tank-Warrior,Maokai,Tank,Corki,Marksman,Senna,Marksman-Support,Tahm Kench,Tank-Support,69441,59220,2,0,3,2,0,0,11,11,4,4,12,5,1199,1151
1,0,Poppy,Tank-Warrior,Maokai,Tank,Corki,Marksman,Xayah,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Lillia,Mage,Yone,Warrior,Lucian,Marksman,Nami,Support,66822,59275,2,0,3,2,0,1,9,9,1,1,16,11,1137,1165
0,1,Gwen,Warrior,Trundle,Warrior,Orianna,Mage,Varus,Marksman,Karma,Mage-Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Akali,Assassin,Seraphine,Mage-Support,Senna,Marksman-Support,45754,59307,0,1,1,3,0,1,4,9,0,2,6,24,860,961
1,0,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Jhin,Marksman,Rakan,Support,Aatrox,Warrior,Xin Zhao,Warrior,Orianna,Mage,Varus,Marksman,Rell,Tank-Support,70378,59308,1,0,3,3,1,0,10,4,2,0,22,10,1131,1077
1,0,Rumble,Mage-Warrior,Sejuani,Tank,Jayce,Warrior,Lucian,Marksman,Milio,Support,K'Sante,Tank-Warrior,Nocturne,Assassin,Hwei,Mage,Ezreal,Mage-Marksman,Ashe,Marksman,63021,59309,1,0,2,3,0,1,8,8,1,1,11,12,1086,1128
1,0,Kennen,Mage,Viego,Warrior,LeBlanc,Mage-Assassin,Aphelios,Marksman,Nautilus,Tank-Support,Malphite,Tank,Vi,Warrior,Neeko,Mage,Lucian,Marksman,Milio,Support,63409,59320,1,1,2,3,1,0,10,4,2,0,15,14,1114,1044
0,1,Udyr,Warrior,Vi,Warrior,Ahri,Mage,Lucian,Marksman,Nami,Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Neeko,Mage,Draven,Marksman,Milio,Support,49255,59335,0,0,0,4,0,0,3,3,0,0,10,18,895,957
0,1,Fiora,Warrior,Mordekaiser,Warrior,Hwei,Mage,Jinx,Marksman,Rell,Tank-Support,Renekton,Warrior,Maokai,Tank,Azir,Mage,Varus,Marksman,Rakan,Support,47176,59343,0,1,0,4,0,1,0,0,0,0,8,19,928,1071
0,1,Udyr,Warrior,Xin Zhao,Warrior,Orianna,Mage,Aphelios,Marksman,Milio,Support,Rumble,Mage-Warrior,Maokai,Tank,Tristana,Marksman,Lucian,Marksman,Nami,Support,47864,59355,0,0,1,3,0,0,3,3,0,0,4,19,951,1041
0,1,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,LeBlanc,Mage-Assassin,Aphelios,Marksman,Milio,Support,Gwen,Warrior,Nocturne,Assassin,Orianna,Mage,Lucian,Marksman,Nami,Support,49640,59360,0,1,1,3,1,0,3,3,0,0,9,17,897,1001
0,1,Udyr,Warrior,Sejuani,Tank,Yone,Warrior,Aphelios,Marksman,Milio,Support,Zac,Tank-Warrior,Brand,Mage,Sett,Tank-Warrior,Xayah,Marksman,Rakan,Support,47804,59367,0,1,2,2,1,0,2,2,0,0,10,17,908,1006
0,1,Udyr,Warrior,Nocturne,Assassin,Orianna,Mage,Varus,Marksman,Nautilus,Tank-Support,Yone,Warrior,Lee Sin,Warrior-Assassin,Akali,Assassin,Lucian,Marksman,Milio,Support,46674,59421,0,1,1,3,0,1,3,3,0,0,7,17,936,991
0,1,Udyr,Warrior,Vi,Warrior,Taliyah,Mage,Senna,Marksman-Support,Tahm Kench,Tank-Support,K'Sante,Tank-Warrior,Sejuani,Tank,Azir,Mage,Varus,Marksman,Bard,Support,51164,59433,0,1,2,3,0,1,2,2,0,0,8,16,976,1033
0,1,Gwen,Warrior,Xin Zhao,Warrior,Azir,Mage,Aphelios,Marksman,Rell,Tank-Support,Gragas,Mage-Warrior,Jax,Warrior,Corki,Marksman,Lucian,Marksman,Nami,Support,47888,59468,0,1,1,3,1,0,2,2,0,0,5,19,935,1001
1,0,Udyr,Warrior,Nocturne,Assassin,Akali,Assassin,Lucian,Marksman,Milio,Support,Aatrox,Warrior,Vi,Warrior,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,67822,59521,1,0,3,2,0,0,8,8,1,1,22,5,1184,1231
0,1,Rumble,Mage-Warrior,Viego,Warrior,Azir,Mage,Ezreal,Mage-Marksman,Nautilus,Tank-Support,Udyr,Warrior,Brand,Mage,Yone,Warrior,Varus,Marksman,Maokai,Tank,45578,59555,0,1,0,4,0,1,0,0,0,0,13,30,780,889
0,1,K'Sante,Tank-Warrior,Rell,Tank-Support,Azir,Mage,Varus,Marksman,Ashe,Marksman,Zac,Tank-Warrior,Brand,Mage,Irelia,Warrior,Senna,Marksman-Support,Ornn,Warrior,48425,59635,0,1,0,4,0,1,2,2,0,0,12,19,862,1071
1,0,Rumble,Mage-Warrior,Rell,Tank-Support,Orianna,Mage,Draven,Marksman,Ashe,Marksman,K'Sante,Tank-Warrior,Maokai,Tank,Corki,Marksman,Senna,Marksman-Support,Nautilus,Tank-Support,70543,59676,1,0,5,1,1,0,10,10,1,1,15,6,1148,1106
0,1,Rumble,Mage-Warrior,Xin Zhao,Warrior,Ekko,Mage-Warrior,Tristana,Marksman,Nautilus,Tank-Support,Aatrox,Warrior,Viego,Warrior,Syndra,Mage,Varus,Marksman,Rell,Tank-Support,45682,59683,0,1,0,4,0,1,2,2,0,0,7,22,881,991
0,1,Zac,Tank-Warrior,Xin Zhao,Warrior,Sylas,Mage-Warrior,Kalista,Marksman,Nautilus,Tank-Support,K'Sante,Tank-Warrior,Maokai,Tank,Azir,Mage,Varus,Marksman,Braum,Tank-Support,49900,59687,0,1,2,2,1,0,3,3,0,0,6,17,997,1041
1,0,Rumble,Mage-Warrior,Maokai,Tank,Tristana,Marksman,Xayah,Marksman,Rakan,Support,Sion,Warrior,Rell,Tank-Support,Syndra,Mage,Miss Fortune,Marksman,Ashe,Marksman,67837,59696,1,0,3,2,1,0,11,11,3,3,19,9,1201,1089
0,1,Udyr,Warrior,Sejuani,Tank,Yone,Warrior,Lucian,Marksman,Milio,Support,Kennen,Mage,Maokai,Tank,Tristana,Marksman,Senna,Marksman-Support,Nautilus,Tank-Support,56070,59754,0,1,2,3,0,1,4,4,0,0,7,8,1093,1071
0,1,Jax,Warrior,Maokai,Tank,Azir,Mage,Jhin,Marksman,Neeko,Mage,K'Sante,Tank-Warrior,Vi,Warrior,Akali,Assassin,Varus,Marksman,Nautilus,Tank-Support,45809,59789,0,0,0,4,0,0,1,1,0,0,3,21,983,1068
1,0,Aatrox,Warrior,Rell,Tank-Support,Orianna,Mage,Lucian,Marksman,Nautilus,Tank-Support,Gwen,Warrior,Xin Zhao,Warrior,Neeko,Mage,Aphelios,Marksman,Milio,Support,65074,59814,2,0,2,4,0,0,7,7,1,1,11,7,1145,1199
0,1,Gnar,Warrior,Viego,Warrior,Azir,Mage,Senna,Marksman-Support,Nautilus,Tank-Support,Udyr,Warrior,Poppy,Tank-Warrior,Corki,Marksman,Lucian,Marksman,Nami,Support,55038,59864,1,0,0,4,1,0,3,3,0,0,4,15,1105,1158
1,0,K'Sante,Tank-Warrior,Rell,Tank-Support,Corki,Marksman,Aphelios,Marksman,Rakan,Support,Aatrox,Warrior,Poppy,Tank-Warrior,Orianna,Mage,Senna,Marksman-Support,Tahm Kench,Tank-Support,59498,59917,0,0,2,3,0,0,7,7,1,1,6,4,1235,1276
0,1,Gwen,Warrior,Viego,Warrior,Azir,Mage,Ashe,Marksman,Nautilus,Tank-Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Corki,Marksman,Senna,Marksman-Support,Seraphine,Mage-Support,52671,59935,0,1,2,3,1,0,3,3,0,0,11,13,1021,1034
1,0,K'Sante,Tank-Warrior,Jax,Warrior,Sylas,Mage-Warrior,Varus,Marksman,Milio,Support,Rumble,Mage-Warrior,Xin Zhao,Warrior,Yone,Warrior,Seraphine,Mage-Support,Rakan,Support,69136,59948,2,0,2,1,0,1,11,11,4,4,28,13,1056,1059
0,1,Renekton,Warrior,Maokai,Tank,Viktor,Mage,Aphelios,Marksman,Milio,Support,Gnar,Warrior,Rell,Tank-Support,Azir,Mage,Miss Fortune,Marksman,Blitzcrank,Support,46505,59988,0,1,1,2,0,1,3,3,0,0,8,28,806,870
1,0,K'Sante,Tank-Warrior,Brand,Mage,Jayce,Warrior,Senna,Marksman-Support,Nautilus,Tank-Support,Gwen,Warrior,Xin Zhao,Warrior,LeBlanc,Mage-Assassin,Varus,Marksman,Maokai,Tank,71759,59994,2,0,4,1,1,0,10,10,2,2,24,12,1096,1099
0,1,Rumble,Mage-Warrior,Jarvan IV,Tank-Warrior,Orianna,Mage,Varus,Marksman,Rakan,Support,Sion,Warrior,Xin Zhao,Warrior,Azir,Mage,Jhin,Marksman,Karma,Mage-Support,49374,60004,0,1,2,2,0,1,1,7,0,1,10,25,949,1006
1,0,K'Sante,Tank-Warrior,Nocturne,Assassin,Orianna,Mage,Seraphine,Mage-Support,Senna,Marksman-Support,Jax,Warrior,Trundle,Warrior,Azir,Mage,Lucian,Marksman,Milio,Support,66664,60022,0,0,3,2,1,0,8,8,1,1,12,2,1351,1287
0,1,K'Sante,Tank-Warrior,Vi,Warrior,Orianna,Mage,Varus,Marksman,Alistar,Tank-Support,Malphite,Tank,Xin Zhao,Warrior,Neeko,Mage,Kalista,Marksman,Blitzcrank,Support,52858,60080,0,1,1,3,0,1,4,9,0,1,13,23,936,942
0,1,Zac,Tank-Warrior,Rell,Tank-Support,Jayce,Warrior,Senna,Marksman-Support,Tahm Kench,Tank-Support,K'Sante,Tank-Warrior,Poppy,Tank-Warrior,Orianna,Mage,Aphelios,Marksman,Milio,Support,54309,60109,0,1,1,3,1,0,5,5,0,0,8,18,1008,1032
0,1,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Karma,Mage-Support,Xayah,Marksman,Rakan,Support,Gnar,Warrior,Jarvan IV,Tank-Warrior,Azir,Mage,Senna,Marksman-Support,Tahm Kench,Tank-Support,53476,60109,0,0,3,2,0,0,3,3,0,0,10,14,1042,1049
0,1,Jax,Warrior,Rell,Tank-Support,Azir,Mage,Lucian,Marksman,Milio,Support,K'Sante,Tank-Warrior,Vi,Warrior,Neeko,Mage,Varus,Marksman,Senna,Marksman-Support,49785,60115,0,1,0,3,0,1,4,8,0,1,8,25,900,964
0,1,Ornn,Warrior,Maokai,Tank,Tristana,Marksman,Ezreal,Mage-Marksman,Bard,Support,Gwen,Warrior,Xin Zhao,Warrior,Azir,Mage,Caitlyn,Marksman,Ashe,Marksman,44805,60119,0,1,2,2,0,1,1,1,0,0,9,19,830,958
0,1,K'Sante,Tank-Warrior,Sejuani,Tank,Azir,Mage,Varus,Marksman,Renata Glasc,Support,Aatrox,Warrior,Maokai,Tank,Corki,Marksman,Kalista,Marksman,Blitzcrank,Support,52138,60130,0,1,1,4,0,1,3,3,0,0,7,16,946,1048
0,1,Renekton,Warrior,Maokai,Tank,LeBlanc,Mage-Assassin,Caitlyn,Marksman,Lux,Mage,Kennen,Mage,Vi,Warrior,Tristana,Marksman,Kalista,Marksman,Renata Glasc,Support,45699,60204,0,1,0,4,0,0,1,11,0,2,14,28,756,930
0,1,K'Sante,Tank-Warrior,Maokai,Tank,Azir,Mage,Kalista,Marksman,Nautilus,Tank-Support,Aatrox,Warrior,Vi,Warrior,Corki,Marksman,Xayah,Marksman,Rakan,Support,43609,60223,0,0,1,3,0,0,0,0,0,0,2,17,987,1092
1,0,Twisted Fate,Mage-Assassin,Vi,Warrior,Azir,Mage,Kalista,Marksman,Taric,Tank-Support,Rumble,Mage-Warrior,Poppy,Tank-Warrior,Orianna,Mage,Varus,Marksman,Rell,Tank-Support,70860,60225,3,0,2,3,0,1,10,10,2,2,9,8,1297,1229
0,1,Jax,Warrior,Nocturne,Assassin,Neeko,Mage,Kalista,Marksman,Rell,Tank-Support,Aatrox,Warrior,Maokai,Tank,Azir,Mage,Draven,Marksman,Renata Glasc,Support,51620,60304,0,1,3,1,0,1,4,4,0,0,11,23,923,873
1,0,K'Sante,Tank-Warrior,Vi,Warrior,Azir,Mage,Varus,Marksman,Rakan,Support,Aatrox,Warrior,Lee Sin,Warrior-Assassin,LeBlanc,Mage-Assassin,Senna,Marksman-Support,Maokai,Tank,64346,60358,1,0,2,2,1,0,10,10,1,1,22,16,948,1037
0,1,Poppy,Tank-Warrior,Rell,Tank-Support,Azir,Mage,Lucian,Marksman,Nami,Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Taliyah,Mage,Kalista,Marksman,Renata Glasc,Support,50519,60422,1,0,0,4,0,0,1,1,0,0,3,13,1085,1145
1,0,Gnar,Warrior,Maokai,Tank,Akali,Assassin,Draven,Marksman,Rakan,Support,Rumble,Mage-Warrior,Vi,Warrior,Galio,Mage,Ezreal,Mage-Marksman,Neeko,Mage,77482,60466,2,0,4,2,0,1,11,11,2,2,21,12,1252,1131
0,1,K'Sante,Tank-Warrior,Nocturne,Assassin,Orianna,Mage,Zeri,Marksman,Lulu,Support,Gwen,Warrior,Jarvan IV,Tank-Warrior,Azir,Mage,Aphelios,Marksman,Milio,Support,50812,60488,0,1,2,2,1,0,0,0,0,0,10,14,992,1052
0,1,Kled,Warrior,Nocturne,Assassin,Orianna,Mage,Seraphine,Mage-Support,Rakan,Support,Rumble,Mage-Warrior,Wukong,Warrior,Neeko,Mage,Ashe,Marksman,Nautilus,Tank-Support,47991,60517,0,1,0,3,1,0,3,3,0,0,5,22,923,1005
0,1,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Kai'Sa,Marksman,Rell,Tank-Support,Jax,Warrior,Brand,Mage,Tristana,Marksman,Varus,Marksman,Nautilus,Tank-Support,50636,60586,0,0,0,4,0,0,4,4,0,0,12,18,920,1021
0,1,Udyr,Warrior,Sejuani,Tank,LeBlanc,Mage-Assassin,Varus,Marksman,Nautilus,Tank-Support,K'Sante,Tank-Warrior,Gragas,Mage-Warrior,Yasuo,Warrior,Xayah,Marksman,Rakan,Support,50825,60609,1,0,2,2,1,0,1,1,0,0,9,21,995,1092
1,0,K'Sante,Tank-Warrior,Sejuani,Tank,Azir,Mage,Lucian,Marksman,Milio,Support,Udyr,Warrior,Bel'Veth,Warrior,LeBlanc,Mage-Assassin,Varus,Marksman,Zyra,Mage-Support,71858,60610,1,0,4,2,1,0,11,3,3,0,13,2,1327,1314
0,1,Renekton,Warrior,Rell,Tank-Support,Azir,Mage,Varus,Marksman,Rakan,Support,Gnar,Warrior,Xin Zhao,Warrior,Orianna,Mage,Kalista,Marksman,Renata Glasc,Support,49504,60641,0,1,0,5,1,0,2,2,0,0,10,18,935,972
1,0,Udyr,Warrior,Lee Sin,Warrior-Assassin,Corki,Marksman,Lucian,Marksman,Milio,Support,Aatrox,Warrior,Xin Zhao,Warrior,Orianna,Mage,Seraphine,Mage-Support,Senna,Marksman-Support,72774,60649,1,1,4,2,0,1,9,9,2,2,23,6,1200,1118
1,0,K'Sante,Tank-Warrior,Vi,Warrior,Orianna,Mage,Jhin,Marksman,Blitzcrank,Support,Udyr,Warrior,Brand,Mage,Lucian,Marksman,Varus,Marksman,Rell,Tank-Support,67464,60703,1,0,5,1,1,0,9,9,1,1,18,3,1140,1285
1,0,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Corki,Marksman,Jhin,Marksman,Neeko,Mage,Aatrox,Warrior,Sejuani,Tank,Azir,Mage,Draven,Marksman,Ashe,Marksman,65863,60730,1,1,2,3,1,0,8,8,1,1,18,15,1090,1089
1,0,Gnar,Warrior,Maokai,Tank,Azir,Mage,Ashe,Marksman,Alistar,Tank-Support,Jayce,Warrior,Rell,Tank-Support,LeBlanc,Mage-Assassin,Zeri,Marksman,Rakan,Support,68987,60732,2,0,2,3,0,1,10,10,2,2,17,8,1153,1180
1,0,Rumble,Mage-Warrior,Poppy,Tank-Warrior,Azir,Mage,Xayah,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Sejuani,Tank,Akali,Assassin,Varus,Marksman,Blitzcrank,Support,69047,60739,2,1,3,3,1,0,8,3,1,0,9,5,1274,1215
1,0,K'Sante,Tank-Warrior,Vi,Warrior,Corki,Marksman,Seraphine,Mage-Support,Senna,Marksman-Support,Aatrox,Warrior,Rell,Tank-Support,Azir,Mage,Lucian,Marksman,Milio,Support,70318,60760,1,0,2,3,1,0,11,11,3,3,16,6,1195,1182
0,1,Jayce,Warrior,Lillia,Mage,K'Sante,Tank-Warrior,Xayah,Marksman,Rakan,Support,Gnar,Warrior,Vi,Warrior,Ahri,Mage,Aphelios,Marksman,Milio,Support,53757,60807,1,0,2,3,0,1,4,4,0,0,9,15,1024,1055
0,1,Aatrox,Warrior,Sejuani,Tank,Corki,Marksman,Lucian,Marksman,Milio,Support,K'Sante,Tank-Warrior,Rell,Tank-Support,Akali,Assassin,Draven,Marksman,Nautilus,Tank-Support,49628,60819,0,1,0,3,0,1,3,3,0,0,4,15,979,1028
0,1,K'Sante,Tank-Warrior,Viego,Warrior,LeBlanc,Mage-Assassin,Jhin,Marksman,Maokai,Tank,Aatrox,Warrior,Nocturne,Assassin,Orianna,Mage,Varus,Marksman,Leona,Tank,55503,60861,0,1,1,4,1,0,4,4,0,0,8,16,1075,1102
0,1,Yone,Warrior,Trundle,Warrior,Azir,Mage,Kalista,Marksman,Rell,Tank-Support,Sion,Warrior,Maokai,Tank,Tristana,Marksman,Miss Fortune,Marksman,Renata Glasc,Support,47579,60879,0,1,3,2,1,0,3,3,0,0,2,14,1016,1076
0,1,Aatrox,Warrior,Viego,Warrior,Azir,Mage,Aphelios,Marksman,Lulu,Support,Malphite,Tank,Jarvan IV,Tank-Warrior,Corki,Marksman,Lucian,Marksman,Milio,Support,47139,60895,0,1,0,4,0,1,3,3,0,0,1,14,996,1049
0,1,Jax,Warrior,Lee Sin,Warrior-Assassin,Neeko,Mage,Miss Fortune,Marksman,Zyra,Mage-Support,Aatrox,Warrior,Rell,Tank-Support,LeBlanc,Mage-Assassin,Varus,Marksman,Renata Glasc,Support,48006,60904,0,1,0,4,0,1,0,0,0,0,11,21,878,995
0,1,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Lucian,Marksman,Nami,Support,Udyr,Warrior,Maokai,Tank,Jayce,Warrior,Aphelios,Marksman,Milio,Support,44736,61010,0,1,1,2,1,0,1,1,0,0,8,24,850,967
0,1,Rumble,Mage-Warrior,Xin Zhao,Warrior,Sylas,Mage-Warrior,Lucian,Marksman,Milio,Support,K'Sante,Tank-Warrior,Maokai,Tank,Jayce,Warrior,Varus,Marksman,Renata Glasc,Support,47940,61047,0,1,1,4,0,1,1,10,0,1,4,26,934,973
0,1,Jax,Warrior,Sejuani,Tank,LeBlanc,Mage-Assassin,Draven,Marksman,Milio,Support,Aatrox,Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Lucian,Marksman,Nami,Support,53598,61085,0,0,1,3,0,0,6,6,0,0,10,19,907,978
0,1,Yone,Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Ashe,Marksman,Renata Glasc,Support,Aatrox,Warrior,Vi,Warrior,Neeko,Mage,Varus,Marksman,Rakan,Support,52965,61117,0,1,2,3,0,0,2,10,0,1,12,18,998,1060
